  0.0000000e+000  7.0582007e-002
  1.0439560e+000  7.9189548e-002
  2.0879121e+000  6.8860499e-002
  3.1318681e+000  7.0582007e-002
  4.1758242e+000  6.8860499e-002
  5.2197800e+000  6.5417483e-002
  6.2637362e+000  7.4025024e-002
  7.3076925e+000  7.2303515e-002
  8.3516483e+000  7.7468040e-002
  9.3956041e+000  7.5746532e-002
  1.0439561e+001  7.0582007e-002
  1.1483517e+001  8.0911056e-002
  1.2527472e+001  7.5746532e-002
  1.3571428e+001  7.5746532e-002
  1.4615385e+001  8.0911056e-002
  1.5659341e+001  7.2303515e-002
  1.6703297e+001  7.5746532e-002
  1.7747253e+001  7.9189548e-002
  1.8791208e+001  8.2632565e-002
  1.9835165e+001  7.2303515e-002
  2.0879122e+001  7.9189548e-002
  2.1923077e+001  7.2303515e-002
  2.2967033e+001  7.5746532e-002
  2.4010988e+001  6.5417483e-002
  2.5054945e+001  7.5746532e-002
  2.6098902e+001  7.9189548e-002
  2.7142857e+001  7.9189548e-002
  2.8186813e+001  7.2303515e-002
  2.9230770e+001  7.7468040e-002
  3.0274725e+001  6.8860499e-002
  3.1318682e+001  7.5746532e-002
  3.2362637e+001  7.2303515e-002
  3.3406593e+001  8.0911056e-002
  3.4450550e+001  8.0911056e-002
  3.5494507e+001  7.9189548e-002
  3.6538460e+001  8.0911056e-002
  3.7582417e+001  7.4025024e-002
  3.8626373e+001  7.5746532e-002
  3.9670330e+001  8.0911056e-002
  4.0714287e+001  7.5746532e-002
  4.1758244e+001  7.2303515e-002
  4.2802197e+001  7.4025024e-002
  4.3846153e+001  6.5417483e-002
  4.4890110e+001  7.9189548e-002
  4.5934067e+001  7.2303515e-002
  4.6978024e+001  8.0911056e-002
  4.8021976e+001  6.5417483e-002
  4.9065933e+001  7.4025024e-002
  5.0109890e+001 -7.0581831e-001
  5.1153847e+001  7.5746532e-002
  5.2197803e+001  7.4025024e-002
  5.3241756e+001  6.5417483e-002
  5.4285713e+001  1.0156916e-001
  5.5329670e+001  8.0911056e-002
  5.6373627e+001  7.5746532e-002
  5.7417583e+001  7.7468040e-002
  5.8461540e+001  6.8860499e-002
  5.9505493e+001  7.2303515e-002
  6.0549450e+001  7.9189548e-002
  6.1593407e+001  6.8860499e-002
  6.2637363e+001  5.1645416e-002
  6.3681320e+001  6.8860499e-002
  6.4725273e+001  7.4025024e-002
  6.5769234e+001  7.2303515e-002
  6.6813187e+001  7.2303515e-002
  6.7857140e+001 -4.4759089e-002
  6.8901100e+001  8.0911056e-002
  6.9945053e+001  7.4025024e-002
  7.0989014e+001  7.4025024e-002
  7.2032967e+001  9.6404631e-002
  7.3076920e+001  7.2303515e-002
  7.4120880e+001  8.2632565e-002
  7.5164833e+001  6.5417483e-002
  7.6208794e+001  8.2632565e-002
  7.7252747e+001  7.7468040e-002
  7.8296700e+001  8.2632565e-002
  7.9340660e+001  7.2303515e-002
  8.0384613e+001  6.7138991e-002
  8.1428574e+001  6.5417483e-002
  8.2472527e+001  7.4025024e-002
  8.3516487e+001  7.0582007e-002
  8.4560440e+001  8.0911056e-002
  8.5604393e+001 -4.4759089e-002
  8.6648354e+001  7.2303515e-002
  8.7692307e+001  7.4025024e-002
  8.8736267e+001  7.4025024e-002
  8.9780220e+001  7.7468040e-002
  9.0824173e+001  7.2303515e-002
  9.1868134e+001  8.0911056e-002
  9.2912086e+001 -1.7214915e-002
  9.3956047e+001  7.2303515e-002
  9.5000000e+001  7.5746532e-002
  9.6043953e+001  6.8860499e-002
  9.7087914e+001  6.5417483e-002
  9.8131866e+001  7.0582007e-002
  9.9175827e+001  7.4025024e-002
  1.0021978e+002  8.2632565e-002
  1.0126373e+002  7.0582007e-002
  1.0230769e+002  8.0911056e-002
  1.0335165e+002  7.5746532e-002
  1.0439561e+002  6.8860499e-002
  1.0543956e+002  6.5417483e-002
  1.0648351e+002  7.2303515e-002
  1.0752747e+002  7.4025024e-002
  1.0857143e+002  7.7468040e-002
  1.0961539e+002  7.2303515e-002
  1.1065934e+002  7.5746532e-002
  1.1170330e+002  7.2303515e-002
  1.1274725e+002  7.2303515e-002
  1.1379121e+002  7.9189548e-002
  1.1483517e+002  8.4354073e-002
  1.1587912e+002  7.2303515e-002
  1.1692308e+002  7.4025024e-002
  1.1796703e+002  8.0911056e-002
  1.1901099e+002  7.2303515e-002
  1.2005495e+002  7.7468040e-002
  1.2109890e+002  7.5746532e-002
  1.2214286e+002  8.2632565e-002
  1.2318681e+002  8.2632565e-002
  1.2423077e+002  7.7468040e-002
  1.2527473e+002  8.0911056e-002
  1.2631868e+002  7.9189548e-002
  1.2736264e+002  8.7797090e-002
  1.2840660e+002  8.2632565e-002
  1.2945055e+002  8.7797090e-002
  1.3049451e+002  8.4354073e-002
  1.3153847e+002  8.7797090e-002
  1.3258241e+002  7.9189548e-002
  1.3362637e+002  8.7797090e-002
  1.3467033e+002  9.4683123e-002
  1.3571428e+002  8.7797090e-002
  1.3675824e+002  8.2632565e-002
  1.3780220e+002  8.2632565e-002
  1.3884616e+002  6.5417483e-002
  1.3989011e+002  7.9189548e-002
  1.4093407e+002  8.4354073e-002
  1.4197803e+002  9.4683123e-002
  1.4302197e+002  8.7797090e-002
  1.4406593e+002  8.9518598e-002
  1.4510989e+002  9.6404631e-002
  1.4615384e+002  8.4354073e-002
  1.4719780e+002  7.9189548e-002
  1.4824176e+002  8.9518598e-002
  1.4928572e+002  9.4683123e-002
  1.5032967e+002  9.1240106e-002
  1.5137363e+002  8.7797090e-002
  1.5241759e+002  8.6075581e-002
  1.5346153e+002  9.4683123e-002
  1.5450549e+002  9.2961614e-002
  1.5554945e+002  9.9847648e-002
  1.5659340e+002  9.8126139e-002
  1.5763736e+002  9.6404631e-002
  1.5868132e+002  8.9518598e-002
  1.5972528e+002  9.6404631e-002
  1.6076923e+002  9.9847648e-002
  1.6181319e+002  9.1240106e-002
  1.6285715e+002  1.0329066e-001
